spec,dv,country,income_group,variable,sum_beta,sum_phi,longrun_multiplier,se,t_stat,p_value,ci_lo,ci_hi
Baseline (p=2),gini,Iceland,High income,life_exp,0.1252972200586774,0.855831455600166,0.8691023453159157,0.4765710425699398,1.8236574774439205,0.09818849887983552,-0.1927641103657718,1.9309688009976032
Baseline (p=2),gini,Iceland,High income,gdp_x_debt,-15.91104235588298,0.855831455600166,-110.3641742525723,77.6440642008643,-1.4214116093544698,0.18562440875913316,-283.36593032463463,62.63758181949004
Baseline (p=2),gini,India,Low income,public_debt,3.868086164741046,1.7687120826833918,-5.031904990017164,2.6239311481763568,-1.9176970377116638,0.0703073670849277,-10.523856000261492,0.4600460202271641
Baseline (p=2),gini,India,Low income,growth,10.750333354485026,1.7687120826833918,-13.984863249395222,13.779067186915805,-1.0149354132386288,0.32288759270662937,-42.82478231891824,14.855055820127792
Baseline (p=2),gini,India,Low income,life_exp,-0.18504396609862317,1.7687120826833918,0.24071947126507823,0.0479366729543046,5.021614067679309,7.575560297754579e-5,0.14038686168341447,0.341052080846742
Baseline (p=2),gini,India,Low income,gdp_x_debt,-66.8071986373613,1.7687120826833918,86.90795961493566,21.2712796963382,4.085694930234811,6.29992571508758e-4,42.38665954245273,131.4292596874186
Baseline (p=2),gini,Indonesia,Lower middle income,public_debt,0.7624085890976604,0.9918822774541873,93.91902529249792,434.5467200798332,0.2161310187204807,0.8305723546324053,-799.3045502973031,987.142600882299
Baseline (p=2),gini,Indonesia,Lower middle income,growth,2.7855563577688023,0.9918822774541873,343.1450560238308,1428.847981572371,0.24015504829717294,0.8120934801741131,-2593.8940334436265,3280.1841454912883
Baseline (p=2),gini,Indonesia,Lower middle income,life_exp,0.01601242773581609,0.9918822774541873,1.9725271029465918,6.3313947578924035,0.31154700952546627,0.757869290828633,-11.041841209570407,14.98689541546359
Baseline (p=2),gini,Indonesia,Lower middle income,gdp_x_debt,6.7941373021153275,0.9918822774541873,836.9511601033865,3817.003982190221,0.2192691346429088,0.8281526822531841,-7009.012892705688,8682.915212912461
Baseline (p=2),gini,Iran,Lower middle income,public_debt,-0.05400754683099679,1.0577807908453978,0.9346972590856892,6.247475691962773,0.14961198813276771,0.8826474589311224,-12.14141964352359,14.01081416169497
Baseline (p=2),gini,Iran,Lower middle income,growth,-6.774630078735129,1.0577807908453978,117.24709855325086,86.04976598561578,1.3625498827370441,0.18895825265123667,-62.85713153084889,297.3513286373506
Baseline (p=2),gini,Iran,Lower middle income,life_exp,0.04505109778416684,1.0577807908453978,-0.77968987833186,0.20131094866438495,-3.8730624613553335,0.001023902995322453,-1.201038536302174,-0.358341220361546
