spec,dv,country,income_group,n_obs,status,aic,bic,best_order
Composition,p90p100,South Africa,Upper middle income,42,ok,-252.15773981094003,-231.59487501048835,"(1,0,1,0,1,0,1)"
Composition,p90p100,South Korea,High income,42,ok,-293.14117363587127,-274.29188090212386,"(1,0,0,1,0,1,0)"
Composition,p90p100,Spain,High income,42,ok,-312.6114185097256,-295.4756978426825,"(1,0,1,0,0,0,0)"
Composition,p90p100,Sweden,High income,42,ok,-292.7163793417647,-273.8670866080173,"(1,1,0,0,1,0,0)"
Composition,p90p100,Switzerland,High income,42,ok,-282.2326389876149,-261.6697741871632,"(1,1,0,0,1,0,1)"
Composition,p90p100,Thailand,Lower middle income,42,ok,-244.28538157685767,-228.8632329765189,"(1,0,0,0,0,0,0)"
Composition,p90p100,Togo,Low income,33,ok,-271.83212107829934,-231.19739701009684,"(3,3,3,3,3,3,3)"
Composition,p90p100,Trinidad and Tobago,Upper middle income,25,skipped: too few observations,NA,NA,NA
Composition,p90p100,Turkey,Upper middle income,42,ok,-281.27610143063515,-260.7132366301835,"(1,1,1,0,1,0,0)"
Composition,p90p100,United Arab Emirates,High income,18,skipped: too few observations,NA,NA,NA
Composition,p90p100,United Kingdom,High income,42,ok,-278.05803753725877,-259.20874480351137,"(1,1,0,0,1,0,0)"
Composition,p90p100,United States,High income,42,ok,-320.8855841394714,-303.74986347242833,"(1,1,0,0,0,0,0)"
Composition,p90p100,Uruguay,Upper middle income,42,ok,-276.6402374221421,-257.7909446883947,"(1,0,0,0,1,1,0)"
Composition,p90p100,Venezuela,Upper middle income,42,ok,-324.86082474660253,-307.72510407955946,"(1,0,1,0,0,0,0)"
Composition,p90p100,Zambia,Low income,31,skipped: too few observations,NA,NA,NA
Composition,p99p100,Algeria,Lower middle income,42,ok,-305.453018769674,-257.2097310319142,"(3,3,3,3,3,3,3)"
Composition,p99p100,Argentina,Upper middle income,42,ok,-234.7291276344336,-215.8798349006862,"(1,1,0,0,1,0,0)"
Composition,p99p100,Australia,High income,42,ok,-313.7168018381284,-298.2946532377896,"(1,0,0,0,0,0,0)"
Composition,p99p100,Austria,High income,42,ok,-373.9088625562174,-341.8201529280526,"(2,2,0,2,2,1,2)"
Composition,p99p100,Bahamas,High income,42,"ok: rank-deficient, long-run undefined",-299.1730408983801,-278.61017609792844,"(1,1,0,1,1,1,1)"
Composition,p99p100,Bahrain,High income,42,ok,-283.77479911258774,-252.16712783612445,"(2,0,1,3,1,2,2)"
Composition,p99p100,Bangladesh,Low income,42,ok,-341.28506366258785,-315.9518718508788,"(2,2,0,1,2,0,0)"
Composition,p99p100,Belgium,High income,42,ok,-336.73622152276954,-308.4556735385656,"(2,0,2,0,2,0,3)"
Composition,p99p100,Belize,Lower middle income,42,ok,-303.9360333209499,-286.8003126539068,"(1,0,0,1,0,0,0)"
Composition,p99p100,Bolivia,Lower middle income,42,ok,-299.97149042084345,-282.8357697538004,"(1,0,1,0,0,0,0)"
Composition,p99p100,Brazil,Upper middle income,42,ok,-255.47363397962278,-240.051485379284,"(1,0,0,0,0,0,0)"
Composition,p99p100,Burkina Faso,Low income,42,ok,-323.9350364327334,-275.6917486949736,"(3,3,3,3,3,3,3)"
Composition,p99p100,Canada,High income,42,ok,-314.4059835138748,-297.2702628468317,"(1,0,0,1,0,0,0)"
Composition,p99p100,Chile,Upper middle income,42,ok,-263.885445930793,-238.93202123884834,"(2,0,0,3,1,0,1)"
Composition,p99p100,Colombia,Lower middle income,42,ok,-254.28067660129386,-235.43138386754646,"(1,0,1,0,0,1,0)"
Composition,p99p100,Costa Rica,Upper middle income,42,"ok: rank-deficient, long-run undefined",-299.7519667641091,-279.18910196365744,"(1,0,1,1,1,1,1)"
Composition,p99p100,Cote d'Ivoire,Lower middle income,36,ok,-210.18286440891103,-166.78414512638312,"(3,3,3,3,3,3,3)"
Composition,p99p100,Cyprus,High income,35,ok,-182.1319975252935,-139.62565634410146,"(3,3,3,3,3,3,3)"
Composition,p99p100,Denmark,High income,42,ok,-294.19776509697095,-273.6349002965193,"(1,1,0,1,0,0,1)"
Composition,p99p100,Egypt,Lower middle income,42,ok,-317.2343747227801,-283.4567856405014,"(2,1,2,1,2,2,2)"
Composition,p99p100,El Salvador,Lower middle income,42,ok,-183.95144452343592,-168.52929592309715,"(1,0,0,0,0,0,0)"
Composition,p99p100,Finland,High income,42,ok,-281.8776298282982,-266.45548122795947,"(1,0,0,0,0,0,0)"
Composition,p99p100,France,High income,42,ok,-307.7488892657599,-269.48697140477805,"(2,0,3,3,3,3,1)"
Composition,p99p100,Germany,High income,42,ok,-325.16383232456695,-301.51951996697187,"(2,1,0,2,1,0,0)"
Composition,p99p100,Ghana,Low income,42,ok,-356.93360375224484,-333.28929139464975,"(1,0,1,2,2,0,0)"
Composition,p99p100,Greece,High income,42,ok,-291.8052560588189,-266.47206424710987,"(2,2,0,2,0,1,0)"
Composition,p99p100,Guatemala,Lower middle income,42,ok,-294.95648495228795,-279.53433635194915,"(1,0,0,0,0,0,0)"
Composition,p99p100,Guyana,Lower middle income,42,ok,-292.1467400156214,-276.7245914152826,"(1,0,0,0,0,0,0)"
Composition,p99p100,Haiti,Low income,15,skipped: too few observations,NA,NA,NA
Composition,p99p100,Honduras,Lower middle income,35,ok,-256.84814669985127,-214.34180551865921,"(3,3,3,3,3,3,3)"
Composition,p99p100,Iceland,High income,42,"ok: rank-deficient, long-run undefined",-232.2266032758312,-218.51802674219672,"(1,0,0,0,0,1,0)"
Composition,p99p100,India,Low income,42,ok,-315.46229474162686,-267.2190070038671,"(3,3,3,3,3,3,3)"
Composition,p99p100,Indonesia,Lower middle income,42,ok,-247.26515283305872,-226.70228803260704,"(1,0,0,1,0,1,1)"
Composition,p99p100,Iran,Lower middle income,42,ok,-253.5311951472542,-238.10904654691544,"(1,0,0,0,0,0,0)"
Composition,p99p100,Ireland,High income,42,ok,-291.56187808874694,-274.42615742170386,"(1,1,0,0,0,0,0)"
Composition,p99p100,Italy,High income,42,ok,-362.8742038872859,-345.7384832202428,"(1,1,0,0,0,0,0)"
Composition,p99p100,Jamaica,Lower middle income,42,ok,-299.7953023138809,-282.6595816468378,"(1,0,0,0,0,0,1)"
Composition,p99p100,Japan,High income,42,ok,-279.37001238950194,-260.52071965575453,"(1,0,1,0,1,0,0)"
Composition,p99p100,Jordan,Lower middle income,42,ok,-294.1487567241285,-271.87231985697247,"(1,1,1,0,1,0,1)"
Composition,p99p100,Kenya,Low income,42,ok,-250.84596935712216,-202.60268161936241,"(3,3,3,3,3,3,3)"
Composition,p99p100,Lebanon,Upper middle income,42,ok,-357.36350201062356,-309.1202142728638,"(3,3,3,3,3,3,3)"
Composition,p99p100,Luxembourg,High income,42,ok,-235.5909086107372,-187.34762087297744,"(3,3,3,3,3,3,3)"
Composition,p99p100,Malaysia,Upper middle income,42,ok,-295.30271147775073,-279.880562877412,"(1,0,0,0,0,0,0)"
Composition,p99p100,Malta,High income,35,ok,-326.51422676471896,-284.0078855835269,"(3,3,3,3,3,3,3)"
Composition,p99p100,Mauritania,Low income,32,skipped: too few observations,NA,NA,NA
Composition,p99p100,Mexico,Upper middle income,42,ok,-208.1837898501193,-159.94050211235955,"(3,3,3,3,3,3,3)"
Composition,p99p100,Netherlands,High income,42,ok,-385.19246221055545,-351.4148731282767,"(2,1,2,1,2,2,2)"
Composition,p99p100,New Zealand,High income,42,ok,-178.68666577582124,-163.26451717548247,"(1,0,0,0,0,0,0)"
Composition,p99p100,Norway,High income,42,ok,-221.171860296093,-204.03613962904993,"(1,0,0,1,0,0,0)"
Composition,p99p100,Pakistan,Low income,42,ok,-308.28314179675715,-287.7202769963055,"(1,0,1,0,1,1,0)"
Composition,p99p100,Panama,Upper middle income,13,skipped: too few observations,NA,NA,NA
Composition,p99p100,Paraguay,Lower middle income,42,ok,-297.8541940532917,-265.7654844251269,"(2,2,2,2,2,1,0)"
Composition,p99p100,Portugal,High income,42,ok,-316.8707994550542,-281.93600488633166,"(2,3,0,3,2,3,0)"
Composition,p99p100,Singapore,High income,42,ok,-306.645844384651,-291.2236957843122,"(1,0,0,0,0,0,0)"
Composition,p99p100,South Africa,Upper middle income,42,ok,-341.30823251277707,-324.172511845734,"(1,0,0,0,0,0,1)"
Composition,p99p100,South Korea,High income,42,ok,-285.9836837375201,-251.04888916879753,"(2,2,2,3,1,0,3)"
Composition,p99p100,Spain,High income,42,ok,-342.37540046901347,-323.52610773526607,"(1,0,1,0,1,0,0)"
Composition,p99p100,Sweden,High income,42,ok,-289.0747097167571,-268.51184491630545,"(1,0,0,1,0,1,1)"
Composition,p99p100,Switzerland,High income,42,ok,-286.96917392282353,-259.9471026570005,"(2,0,1,2,1,2,0)"
Composition,p99p100,Thailand,Lower middle income,42,ok,-267.1331482518439,-241.79995644013488,"(2,1,2,0,0,2,0)"
Composition,p99p100,Togo,Low income,33,ok,-309.7471286138262,-269.1124045456237,"(3,3,3,3,3,3,3)"
Composition,p99p100,Trinidad and Tobago,Upper middle income,25,skipped: too few observations,NA,NA,NA
Composition,p99p100,Turkey,Upper middle income,42,ok,-270.69106960064937,-253.5553489336063,"(1,1,0,0,0,0,0)"
Composition,p99p100,United Arab Emirates,High income,18,skipped: too few observations,NA,NA,NA
Composition,p99p100,United Kingdom,High income,42,ok,-303.023792041681,-284.1744993079336,"(1,1,0,0,0,0,1)"
Composition,p99p100,United States,High income,42,ok,-308.67050982405783,-260.4272220862981,"(3,3,3,3,3,3,3)"
Composition,p99p100,Uruguay,Upper middle income,42,ok,-250.8378868846957,-202.59459914693596,"(3,3,3,3,3,3,3)"
Composition,p99p100,Venezuela,Upper middle income,42,ok,-319.7571268736267,-271.513839135867,"(3,3,3,3,3,3,3)"
Composition,p99p100,Zambia,Low income,31,skipped: too few observations,NA,NA,NA
Composition,gini,Algeria,Lower middle income,24,skipped: too few observations,NA,NA,NA
Composition,gini,Argentina,Upper middle income,42,ok,-11.177652223930004,15.844419041892976,"(2,0,1,0,2,1,2)"
Composition,gini,Australia,High income,42,ok,18.125142342293692,41.7694546998888,"(1,1,0,2,0,2,0)"
Composition,gini,Austria,High income,26,skipped: too few observations,NA,NA,NA
Composition,gini,Bahamas,High income,13,skipped: too few observations,NA,NA,NA
Composition,gini,Bahrain,High income,1,skipped: too few observations,NA,NA,NA
Composition,gini,Bangladesh,Low income,42,ok,-81.15995926254087,-32.91667152478112,"(3,3,3,3,3,3,3)"
Composition,gini,Belgium,High income,42,ok,-51.70707694777742,-21.762967317443795,"(1,3,0,3,1,1,1)"
Composition,gini,Belize,Lower middle income,26,skipped: too few observations,NA,NA,NA
Composition,gini,Bolivia,Lower middle income,28,skipped: too few observations,NA,NA,NA
Composition,gini,Brazil,Upper middle income,42,ok,24.639034892583062,57.91026781517599,"(2,1,3,0,3,0,3)"
Composition,gini,Burkina Faso,Low income,26,skipped: too few observations,NA,NA,NA
Composition,gini,Canada,High income,42,ok,8.346431232329785,41.617664154922714,"(1,3,0,2,1,3,2)"
Composition,gini,Chile,Upper middle income,42,ok,-44.41687930791798,3.826408429841763,"(3,3,3,3,3,3,3)"
Composition,gini,Colombia,Lower middle income,42,ok,65.690017032313,90.6434417242577,"(2,0,3,0,0,1,1)"
Composition,gini,Costa Rica,Upper middle income,42,"ok: rank-deficient, long-run undefined",-8.491467686394046,33.09757346684711,"(3,3,3,3,3,3,3)"
Composition,gini,Cote d'Ivoire,Lower middle income,0,skipped: too few observations,NA,NA,NA
Composition,gini,Cyprus,High income,35,ok,-41.12543972329508,-24.335473952517304,"(1,1,0,0,0,0,1)"
Composition,gini,Denmark,High income,42,ok,26.90727562017413,65.169193481156,"(2,3,0,3,2,3,2)"
Composition,gini,Egypt,Lower middle income,42,ok,17.473710324671583,54.0720665395238,"(2,3,3,1,2,1,2)"
Composition,gini,El Salvador,Lower middle income,31,skipped: too few observations,NA,NA,NA
Composition,gini,Finland,High income,42,ok,-35.367432714531134,-0.43263814580856774,"(2,3,0,1,2,2,3)"
Composition,gini,France,High income,42,ok,-5.349913159823153,34.57556634728835,"(2,3,2,3,0,3,3)"
Composition,gini,Germany,High income,42,ok,-14.511222123783341,17.096449152679938,"(2,0,0,3,2,1,3)"
Composition,gini,Ghana,Low income,30,skipped: too few observations,NA,NA,NA
Composition,gini,Greece,High income,42,ok,-16.98214093015448,14.6255303463088,"(2,3,0,1,0,2,3)"
Composition,gini,Guatemala,Lower middle income,42,ok,-30.992761881362412,17.25052585639733,"(3,3,3,3,3,3,3)"
Composition,gini,Guyana,Lower middle income,16,skipped: too few observations,NA,NA,NA
Composition,gini,Haiti,Low income,0,skipped: too few observations,NA,NA,NA
Composition,gini,Honduras,Lower middle income,25,skipped: too few observations,NA,NA,NA
Composition,gini,Iceland,High income,28,skipped: too few observations,NA,NA,NA
Composition,gini,India,Low income,42,ok,44.975393468873946,93.21868120663369,"(3,3,3,3,3,3,3)"
Composition,gini,Indonesia,Lower middle income,42,ok,-65.50798994541393,-30.57319537669136,"(1,1,3,1,3,2,2)"
Composition,gini,Iran,Lower middle income,42,ok,-51.821575072858295,-3.578287335098551,"(3,3,3,3,3,3,3)"
Composition,gini,Ireland,High income,42,ok,-46.7567451066713,-15.149073830208025,"(2,1,2,3,2,0,1)"
Composition,gini,Italy,High income,42,ok,0.6620367657744595,35.596831334497026,"(2,1,1,3,3,0,3)"
Composition,gini,Jamaica,Lower middle income,32,skipped: too few observations,NA,NA,NA
Composition,gini,Japan,High income,42,ok,1.874369804607646,25.51868216220275,"(2,0,2,2,0,0,0)"
Composition,gini,Jordan,Lower middle income,32,skipped: too few observations,NA,NA,NA
Composition,gini,Kenya,Low income,42,ok,-84.54136403625847,-67.4056433692154,"(1,0,0,0,0,0,1)"
Composition,gini,Lebanon,Upper middle income,25,skipped: too few observations,NA,NA,NA
Composition,gini,Luxembourg,High income,35,ok,-22.4490654054041,20.05727577578797,"(3,3,3,3,3,3,3)"
Composition,gini,Malaysia,Upper middle income,42,ok,-85.22345313385966,-61.57914077626456,"(1,2,0,0,2,1,0)"
Composition,gini,Malta,High income,14,skipped: too few observations,NA,NA,NA
Composition,gini,Mauritania,Low income,30,skipped: too few observations,NA,NA,NA
Composition,gini,Mexico,Upper middle income,42,ok,-8.356890781183758,24.914342141409172,"(2,1,1,3,3,1,1)"
Composition,gini,Netherlands,High income,42,ok,9.569703732528652,49.495183239640156,"(2,1,3,3,3,2,2)"
Composition,gini,New Zealand,High income,42,ok,-40.10671112030096,8.136576617458786,"(3,3,3,3,3,3,3)"
Composition,gini,Norway,High income,42,ok,36.130415868365596,61.08384056031029,"(1,0,3,3,0,0,0)"
Composition,gini,Pakistan,Low income,42,ok,-91.41827940938808,-59.8106081329248,"(2,1,0,3,1,1,3)"
Composition,gini,Panama,Upper middle income,13,skipped: too few observations,NA,NA,NA
Composition,gini,Paraguay,Lower middle income,30,skipped: too few observations,NA,NA,NA
Composition,gini,Portugal,High income,42,ok,-63.62244288327598,-32.0147716068127,"(2,2,1,1,2,0,3)"
Composition,gini,Singapore,High income,42,ok,-73.26323200746576,-49.618919649870655,"(1,2,0,1,0,0,2)"
Composition,gini,South Africa,Upper middle income,42,ok,-78.96723085783141,-44.032436289108844,"(2,3,0,0,2,3,3)"
Composition,gini,South Korea,High income,42,ok,17.319605675905606,65.56289341366535,"(3,3,3,3,3,3,3)"
Composition,gini,Spain,High income,42,ok,44.82249917809018,83.08441703907205,"(2,2,2,3,1,3,2)"
Composition,gini,Sweden,High income,42,ok,36.038316982905286,84.28160472066503,"(3,3,3,3,3,3,3)"
Composition,gini,Switzerland,High income,42,ok,-55.14693412514096,-6.903646387381215,"(3,3,3,3,3,3,3)"
Composition,gini,Thailand,Lower middle income,42,ok,-68.03923870509503,-39.758690720891046,"(2,3,0,0,0,1,3)"
Composition,gini,Togo,Low income,13,skipped: too few observations,NA,NA,NA
Composition,gini,Trinidad and Tobago,Upper middle income,11,skipped: too few observations,NA,NA,NA
Composition,gini,Turkey,Upper middle income,33,ok,-58.34317283689445,-23.313238295340568,"(2,3,3,2,2,3,2)"
Composition,gini,United Arab Emirates,High income,7,skipped: too few observations,NA,NA,NA
Composition,gini,United Kingdom,High income,42,ok,-33.94790215880754,2.65045405604468,"(2,0,3,3,0,3,3)"
Composition,gini,United States,High income,42,ok,9.7400453694103,41.347716645873575,"(1,1,3,2,2,1,1)"
Composition,gini,Uruguay,Upper middle income,42,ok,41.95855452674945,85.21115732612026,"(2,3,3,3,2,3,2)"
Composition,gini,Venezuela,Upper middle income,42,ok,-15.001540210810163,13.279007773393822,"(2,0,0,1,3,0,3)"
Composition,gini,Zambia,Low income,31,skipped: too few observations,NA,NA,NA
