year,ifs,iso,country,region,income_group,lending_category,pvd,hhd,gg,cg,pop,emp,hc,ctfp,labsh,pl_c,pl_i,pl_g,pl_x,pl_m,debt,debt_imp,rgdpc,population,growth,log_growth
2002,122,AUT,Austria,Europe & Central Asia,High income,NA,1.4658546772381715,0.4627510581722387,0.669777974580932,0.5466859373022198,8134411.999999999,3780693.769454956,3.1495168209075928,0.9348183870315552,0.5840048789978027,0.6395814418792725,0.6584655046463013,0.8585762977600098,0.4937660098075866,0.4812431335449219,0.669777974580932,0.669777974580932,35823.5874,8129.433396,0.015631659631102215,0.0155107436897061
2003,122,AUT,Austria,Europe & Central Asia,High income,NA,1.5089719122324652,0.4694463313386166,0.6489627688824195,0.5472122486387406,8175851.999999999,3806158.5426330566,3.1658871173858643,0.9146928787231444,0.5830804705619812,0.7702751755714417,0.7793095111846924,1.064857006072998,0.5368719696998596,0.5272684097290039,0.6489627688824195,0.6489627688824195,36063.1205,8169.131739,0.0066864632323227514,0.006664207987878115
2004,122,AUT,Austria,Europe & Central Asia,High income,NA,1.4870539632421602,0.47845188103238184,0.6484865790269623,0.5593189636568526,8216804.999999999,3825345.754623413,3.182343006134033,0.9121167063713074,0.5726285576820374,0.8632776737213135,0.8389049172401428,1.1881343126296997,0.5685685276985168,0.5576542019844055,0.6484865790269623,0.6484865790269623,36957.1122,8219.97165,0.02478963793496478,0.0244873602445887
2005,122,AUT,Austria,Europe & Central Asia,High income,NA,1.5341611728820232,0.5231722916461675,0.6831751648135393,0.55624913903375,8253650,3862365.245819092,3.1988840103149414,0.9435440897941588,0.5636150240898132,0.8567984104156494,0.81922149658203125,1.218250751495361,0.5699295401573181,0.5705974698066711,0.6831751648135393,0.6831751648135393,37642.7622,8276.162311,0.01855258593500155,0.018382586117734953
2006,122,AUT,Austria,Europe & Central Asia,High income,NA,1.5246183693494693,0.5280885535447852,0.6700070643302104,0.5423889682941508,8285342.999999999,3925628.900527954,3.215510845184326,0.9368248581886292,0.5566283464431763,0.8766441345214844,0.8364048600196838,1.2114697694778442,0.5865453481674194,0.5796968936920166,0.6700070643302104,0.6700070643302104,38866.8493,8317.214561,0.03251852490251112,0.032000987486298274
2007,122,AUT,Austria,Europe & Central Asia,High income,NA,1.571241434195607,0.5206776581284465,0.6474049750332772,0.5189697793491045,8313737,3998071.6705322266,3.232224702835083,0.9314050674438475,0.5506866574287415,0.9749804139137268,0.935769498348236,1.3655824661254885,0.6420608162879944,0.6285585761070251,0.6474049750332772,0.6474049750332772,40305.2743,8344.217763,0.037009045649604416,0.03634065211156815
2008,122,AUT,Austria,Europe & Central Asia,High income,NA,1.590253875672781,0.5269743966116777,0.6841735773086978,0.5513683020160204,8341531.999999999,4075037.002563477,3.2490248680114746,0.9046655297279358,0.5620856881141663,1.0565654039382937,0.9975180625915528,1.4045464992523191,0.6976573467254639,0.6667816042900085,0.6841735773086978,0.6841735773086978,40964.7934,8370.380054,0.016363096677895702,0.01623066393173778
2009,122,AUT,Austria,Europe & Central Asia,High income,NA,1.6010985817796652,0.5393687980416887,0.7957976920895099,0.5857262828851554,8372662.999999999,4057965.278625488,3.2659127712249756,0.8658328056335449,0.5796678066253662,1.0077515840530396,0.9071641564369202,1.3470274209976196,0.6536149382591248,0.6224240660667419,0.7957976920895099,0.7957976920895099,39463.657,8392.335275,-0.03664454951211844,-0.03733282782336229
2010,122,AUT,Austria,Europe & Central Asia,High income,NA,1.6450543872420298,0.550415246407022,0.8241766549531154,0.5974046339160369,8409949,4096951.0078430176,3.282888174057007,0.8333825469017029,0.5764761567115784,0.9607425928115844,0.8629372715950012,1.3011114597320557,0.6642432808876038,0.6281801462173462,0.8241766549531154,0.8241766549531154,40288.3493,8412.533737,0.02089751337540772,0.020682155471781965
2011,122,AUT,Austria,Europe & Central Asia,High income,NA,1.6257997488783684,0.5363645919789404,0.8217817382853437,0.5906453000464967,8453501,4168144.226074219,3.293652296066284,0.8161715865135193,0.5713401436805725,1.0083651542663574,0.9079323410987854,1.3656126260757446,0.7090571522712708,0.6599880456924438,0.8217817382853437,0.8217817382853437,41446,8440.938625,0.028734130837174764,0.02832904721548726
2012,122,AUT,Austria,Europe & Central Asia,High income,NA,1.6280651278773062,0.5297233888513873,0.8166093158986998,0.5948475003067599,8502227,4216424.942016602,3.3044519424438477,0.7956019043922424,0.5799303650856018,0.9460832476615906,0.8129649758338928,1.2787295579910278,0.6861041188240051,0.626220703125,0.8166093158986998,0.8166093158986998,41565,8479.511897,0.002871205906480722,0.002867091867755666
2013,122,AUT,Austria,Europe & Central Asia,High income,NA,1.6768968683295555,0.5204004072733739,0.810112648505666,0.5987523702557067,8556189,4232905.387878418,3.315286874771118,0.7806409001350403,0.5847077369689941,1.010359525680542,0.8571691513061523,1.2747083902359009,0.6995167136192322,0.6263932585716248,0.810112648505666,0.810112648505666,41375,8529.637135,-0.0045711536148201615,-0.004581633285824484
2014,122,AUT,Austria,Europe & Central Asia,High income,NA,1.6312362654102812,0.5180009611398723,0.8375793983480522,0.5889638209782435,8615214,4269143.581390381,3.326157331466675,0.7967212200164795,0.5819423794746399,1.035285711288452,0.8701082468032837,1.2603272199630735,0.7202973365783691,0.6669952273368835,0.8375793983480522,0.8375793983480522,41338,8596.560979,-8.942598187311178e-4,-8.946599075828849e-4
2015,122,AUT,Austria,Europe & Central Asia,High income,NA,1.6200253696742637,0.5163980639574891,0.844010894959266,0.5783640888107072,8678659.999999998,4278239.727020264,3.3370633125305176,0.8035442233085632,0.5787677764892578,0.8706855773925781,0.7170188426971436,1.0239384174346924,0.657824695110321,0.6091756820678711,0.844010894959266,0.844010894959266,41294,8693.469436,-0.0010643959552953698,-0.0010649628269565206
2016,122,AUT,Austria,Europe & Central Asia,High income,NA,1.6330982528355071,0.5178966913491868,0.825486090915192,0.5809461757007673,8747301,4321228.981018066,3.3480052947998047,0.7967966794967651,0.5798166990280151,0.8783907890319824,0.7185662388801575,0.9982103705406188,0.6488170623779297,0.5894337296485901,0.825486090915192,0.825486090915192,41445,8787.990953,0.003656705574659757,0.0036500360808018645
2017,122,AUT,Austria,Europe & Central Asia,High income,NA,1.633956191463221,0.5115390925645261,0.7860345060046815,0.5719053784121693,8819901,4398534.774780273,3.358983039855957,0.8157193660736084,0.5807642340660095,0.9117286801338196,0.7228960394859314,0.990998148918152,0.6710973978042603,0.6223576664924622,0.7860345060046815,0.7860345060046815,42177.3706,8849.246694,0.0176709036071903,0.017516588463311354
2018,122,AUT,Austria,Europe & Central Asia,High income,NA,1.6489766636272722,0.504378570996597,0.7407381052486944,0.549362129455367,8891388,4488481.9984436035,3.3699967861175537,0.8105107545852661,0.5838595032691956,0.9734284281730652,0.7777851223945618,1.0525602102279663,0.7025158405303955,0.6585360169410706,0.7407381052486944,0.7407381052486944,42988.0709,8892.454031,0.01922121479995713,0.01903882076822411
2019,122,AUT,Austria,Europe & Central Asia,High income,NA,1.6361045759796318,0.5044117173116975,0.7063970656364433,0.5256394245682449,8955102,4550281.047821045,3.3810462951660156,0.8037058115005493,0.5838595032691956,0.9403218626976012,0.7591779232025146,1.0151751041412354,0.6766968369483948,0.6396828293800354,0.7063970656364433,0.7063970656364433,NA,NA,NA,NA
1950,124,BEL,Belgium,Europe & Central Asia,High income,NA,NA,NA,NA,0.6499209749048489,8634331.0225168,3458555.6983947754,2.203547477722168,NA,0.6446347236633301,0.09587284177541731,0.07165705412626266,0.10565370321273804,0.09637656062841415,0.08755932003259659,0.6499209749048489,0.6499209749048489,8706,8639.369,NA,NA
1951,124,BEL,Belgium,Europe & Central Asia,High income,NA,NA,NA,NA,0.6554648259528044,8673324.993816527,3455583.5723876953,2.2190542221069336,NA,0.6446347236633301,0.1015087440609932,0.09048671275377274,0.11052463948726654,0.11609833687543868,0.09407473355531693,0.6554648259528044,0.6554648259528044,9161,8678.386,0.05226280725936136,0.050942899902965834
1952,124,BEL,Belgium,Europe & Central Asia,High income,NA,NA,NA,NA,0.6945596216803086,8725313.778488867,3457593.4410095215,2.2346701622009277,NA,0.6446347236633301,0.10278169065713882,0.09372362494468688,0.11786413192749023,0.11610696464776991,0.09488362073898315,0.6945596216803086,0.6945596216803086,9035,8730.405,-0.013753956991594804,-0.013849418988879744
1953,124,BEL,Belgium,Europe & Central Asia,High income,NA,NA,NA,NA,0.6265846426932971,8772754.283168973,3457587.718963623,2.2503960132598877,NA,0.6446347236633301,0.10592888295650482,0.08738616853952408,0.1181728020310402,0.10397527366876602,0.09655595570802689,0.6265846426932971,0.6265846426932971,9274,8777.873,0.02645268400664084,0.026108861925077234
1954,124,BEL,Belgium,Europe & Central Asia,High income,NA,NA,NA,NA,0.6331810092268865,8814236.846057072,3455043.315887451,2.266232490539551,0.6985386610031128,0.6446347236633301,0.1065094843506813,0.0872657373547554,0.11849813908338548,0.09970921277999878,0.09443574398756029,0.6331810092268865,0.6331810092268865,9610,8819.38,0.036230321328445114,0.03558943701293209
1955,124,BEL,Belgium,Europe & Central Asia,High income,NA,NA,NA,NA,0.6551456747544617,8863303.370365584,3455277.681350708,2.2821805477142334,0.698684811592102,0.6446347236633301,0.1060478463768959,0.09092406183481216,0.11741781234741212,0.10535556077957152,0.09510191529989244,0.6551456747544617,0.6551456747544617,10010,8868.475,0.04162330905306972,0.04078037034492814
1956,124,BEL,Belgium,Europe & Central Asia,High income,NA,NA,NA,NA,0.6289982453113806,8918641.412349893,3457733.154296875,2.287193298339844,0.7085480093955994,0.6446347236633301,0.10905732959508896,0.09353485703468324,0.12064674496650696,0.11242707073688508,0.09884476661682128,0.6289982453113806,0.6289982453113806,10237,8923.845,0.022677322677322677,0.022424014610504545
1957,124,BEL,Belgium,Europe & Central Asia,High income,NA,NA,NA,NA,0.5985710509448038,8983869.008650929,3482290.9832000732,2.2922170162200928,0.7002925872802734,0.6446347236633301,0.11395182460546494,0.0980425551533699,0.12464427947998048,0.11527442932128906,0.10277634859085084,0.5985710509448038,0.5985710509448038,10353,8989.111,0.0113314447592068,0.011267724846342288
1958,124,BEL,Belgium,Europe & Central Asia,High income,NA,NA,NA,NA,0.6080102850000096,9047427.695005106,3444962.739944458,2.2972519397735596,0.7054362893104553,0.6446347236633301,0.11469794064760208,0.10031354427337646,0.1244913414120674,0.11387072503566742,0.101725772023201,0.6080102850000096,0.6080102850000096,10268,9052.707,-0.008210180623973728,-0.008244069775082066
1959,124,BEL,Belgium,Europe & Central Asia,High income,NA,NA,NA,NA,0.6536232164366826,9098420.471171184,3416476.011276245,2.302297592163086,0.7061694860458374,0.6446347236633301,0.11951687932014464,0.09795690327882768,0.126882404088974,0.10741938650608064,0.10273025929927826,0.6536232164366826,0.6536232164366826,10533,9103.729,0.025808336579664977,0.025480922845511005
1960,124,BEL,Belgium,Europe & Central Asia,High income,NA,NA,NA,NA,0.6643131395211925,9113382.520483444,3495060.682296753,2.30735445022583,0.6865261793136597,0.6446347236633301,0.11678270250558852,0.100617416203022,0.1278340220451355,0.11086529493331908,0.09117856621742249,0.6643131395211925,0.6643131395211925,11081,9118.7,0.05202696287857211,0.050718744099783525
1961,124,BEL,Belgium,Europe & Central Asia,High income,NA,NA,NA,NA,0.6492774029383039,9160455.121543055,3521248.8174438477,2.308828830718994,0.7111289501190186,0.6446347236633301,0.11851805448532104,0.10760027915239334,0.1253156214952469,0.11491219699382782,0.09768308699131012,0.6492774029383039,0.6492774029383039,11561,9165.8,0.04331739012724484,0.04240543473899617
1962,124,BEL,Belgium,Europe & Central Asia,High income,NA,NA,NA,NA,0.631729288302438,9213024.355191773,3575638.771057129,2.3103041648864746,0.7417263984680176,0.6446347236633301,0.1190541684627533,0.11336672306060792,0.12748149037361145,0.12002312391996384,0.10951213538646698,0.631729288302438,0.631729288302438,12087,9218.4,0.04549779430845083,0.04449313018413537
1963,124,BEL,Belgium,Europe & Central Asia,High income,NA,NA,NA,NA,0.6177798581697086,9277686.752407435,3600819.3492889404,2.3117804527282715,0.7552925944328308,0.6446347236633301,0.12446492165327072,0.11884170770645142,0.1287926286458969,0.12045226246118546,0.114056296646595,0.6177798581697086,0.6177798581697086,12532,9283.1,0.03681641432944486,0.03615487821262547
1964,124,BEL,Belgium,Europe & Central Asia,High income,NA,NA,NA,NA,0.5976485111541979,9361537.324980112,3652187.585830689,2.3132574558258057,0.7797472476959229,0.6446347236633301,0.13044531643390656,0.1247800812125206,0.13244317471981049,0.1279096156358719,0.12017472088336945,0.5976485111541979,0.5976485111541979,13295,9367,0.06088413661027769,0.059102651605037845
1965,124,BEL,Belgium,Europe & Central Asia,High income,NA,NA,NA,NA,0.5648432934708087,9442590.495671565,3666288.6142730713,2.3147356510162354,0.7878167629241943,0.6446347236633301,0.13666662573814392,0.13023921847343445,0.1364046186208725,0.1345042884349823,0.12454816699028017,0.5648432934708087,0.5648432934708087,13643,9448.1,0.026175253854832645,0.025838544885753836
1966,124,BEL,Belgium,Europe & Central Asia,High income,NA,NA,NA,NA,0.5336491047806373,9502255.694228536,3679382.562637329,2.323425054550171,0.7872465252876282,0.6446347236633301,0.1427159458398819,0.1353953182697296,0.14056023955345154,0.13864114880561829,0.13005028665065765,0.5336491047806373,0.5336491047806373,13989,9507.8,0.0253609909843876,0.025044736913556326
1967,124,BEL,Belgium,Europe & Central Asia,High income,NA,NA,NA,NA,0.5206345404675928,9550927.627607295,3663266.897201538,2.3321471214294434,0.8131343126296997,0.6446347236633301,0.14545834064483645,0.1423632651567459,0.14478708803653717,0.14255142211914065,0.13499429821968079,0.5206345404675928,0.5206345404675928,14461,9556.5,0.033740796339981415,0.03318406413836159
1968,124,BEL,Belgium,Europe & Central Asia,High income,NA,NA,NA,NA,0.5262565855183341,9584207.655371094,3659238.10005188,2.3409018516540527,0.8304160237312317,0.6446347236633301,0.14953190088272095,0.14550262689590454,0.14801160991191864,0.14374054968357086,0.1384340077638626,0.5262565855183341,0.5262565855183341,15009,9589.8,0.037895028006361936,0.037194650541522545
1969,124,BEL,Belgium,Europe & Central Asia,High income,NA,NA,NA,NA,0.5202564884118478,9607094.882415,3721685.8863830566,2.349689483642578,0.8629962205886841,0.6446347236633301,0.15520593523979187,0.15099792182445526,0.15197567641735077,0.15340600907802582,0.14600299298763275,0.5202564884118478,0.5202564884118478,15969,9612.7,0.06396162302618429,0.06199932168455241
1970,124,BEL,Belgium,Europe & Central Asia,High income,NA,NA,NA,0.6659691099999999,0.4829972101409911,9632180,3724707.60345459,2.3585100173950195,0.9031861424446106,0.6446347236633301,0.16052784025669098,0.159942165017128,0.16064633429050446,0.16312842071056366,0.15468041598796844,0.6659691099999999,0.6659691099999999,16914,9637.8,0.059177155739244786,0.05749233850130055
1971,124,BEL,Belgium,Europe & Central Asia,High income,NA,NA,NA,0.63530368,0.44790393895095193,9663324,3749523.162841797,2.374488115310669,0.9077720642089844,0.6446347236633301,0.170334130525589,0.17301777005195618,0.18179002404212952,0.17182236909866333,0.16556143760681152,0.63530368,0.63530368,17486,9672.5,0.0338181388199125,0.03325887939866882
1972,124,BEL,Belgium,Europe & Central Asia,High income,NA,NA,NA,0.6493484300000002,0.4509008254617762,9692846,3738751.6498565674,2.3905742168426514,0.9445993900299072,0.6446347236633301,0.1982802450656891,0.19917644560337067,0.2220534086227417,0.19687896966934204,0.18882781267166135,0.6493484300000002,0.6493484300000002,18336,9709.1,0.048610316824888485,0.047465779773629924
1973,124,BEL,Belgium,Europe & Central Asia,High income,NA,NA,NA,0.63749321,0.43069606249496895,9720761,3771435.499191284,2.406769275665283,0.9712511897087096,0.6446347236633301,0.23433955013751984,0.23518769443035129,0.2803366780281067,0.2312883585691452,0.21915313601493835,0.63749321,0.63749321,19399,9738.4,0.05797338568935428,0.056355177816639915
1974,124,BEL,Belgium,Europe & Central Asia,High income,NA,NA,NA,0.6175016299999999,0.40781742072691657,9747020,3826558.351516723,2.4230740070343018,0.97993266582489,0.6446347236633301,0.25923070311546326,0.2644214928150177,0.32942458987236023,0.2607681453227997,0.2344997674226761,0.6175016299999999,0.6175016299999999,20153,9767.8,0.03886798288571576,0.038131642336383095
1975,124,BEL,Belgium,Europe & Central Asia,High income,NA,NA,NA,0.59520607,0.3942655214531016,9771586,3770329.9522399902,2.439489364624023,0.9702090620994568,0.6446347236633301,0.30466336011886597,0.30434367060661316,0.4173157811164856,0.29595425724983215,0.266492635011673,0.59520607,0.59520607,19831,9794.8,-0.01597777005904828,-0.016106790781659365
1976,124,BEL,Belgium,Europe & Central Asia,High income,NA,NA,NA,0.6138178,0.4023530033005105,9794777,3752914.6671295166,2.465547800064087,1.0108249187469482,0.6446347236633301,0.3102624714374542,0.3116846978664398,0.4263482987880707,0.30078428983688354,0.27556395530700684,0.6138178,0.6138178,20916,9811,0.05471231909636428,0.053268046422191406
1977,124,BEL,Belgium,Europe & Central Asia,High income,NA,NA,NA,0.6163464799999999,0.4103248592870186,9816696,3742068.05229187,2.49188494682312,0.9936190247535706,0.6446347236633301,0.3534890115261078,0.35895538330078125,0.4802410900592804,0.3419479429721832,0.30757200717926025,0.6163464799999999,0.6163464799999999,21025,9821.8,0.005211321476381718,0.005197789533127669
1978,124,BEL,Belgium,Europe & Central Asia,High income,NA,NA,NA,0.65154656,0.4395392375905382,9836814,3749748.706817627,2.518503189086914,1.0086599588394165,0.6446347236633301,0.4161445498466492,0.42563167214393616,0.5586081743240356,0.39866581559181213,0.35981935262680054,0.65154656,0.65154656,21605,9829.7,0.027586206896551724,0.027212563524884794
1979,124,BEL,Belgium,Europe & Central Asia,High income,NA,NA,NA,0.69199777,0.47330025910982343,9854377,3787905.216217041,2.545405864715576,1.047183394432068,0.6446347236633301,0.45933642983436584,0.47740495204925537,0.6210390329360962,0.44899222254753113,0.40219882130622864,0.69199777,0.69199777,22094,9837.2,0.022633649618143948,0.02238130906618678
1980,124,BEL,Belgium,Europe & Central Asia,High income,NA,NA,NA,0.7679683296668993,0.5243236913241159,9868995,3784775.257110596,2.568467617034912,1.1216418743133545,0.6446347236633301,0.5015040636062622,0.4573370814323426,0.6335760951042175,0.4783517122268677,0.4228871762752533,0.7679683296668993,0.7679683296668993,23060,9846.8,0.04372227754141396,0.04279343639082953
1981,124,BEL,Belgium,Europe & Central Asia,High income,NA,NA,NA,0.8968606377522496,0.6207175817892353,9880592,3717331.1710357666,2.5871214866638184,1.0661933422088623,0.6446347236633301,0.4432934820652008,0.3977169990539551,0.5398944616317749,0.42208653688430786,0.37819015979766846,0.8968606377522496,0.8968606377522496,22760,9852.4,-0.013009540329575022,-0.013094905582782795
1982,124,BEL,Belgium,Europe & Central Asia,High income,NA,NA,NA,0.99633981181567155,0.7255480804129314,9889823.999999998,3671145.20072937,2.6059107780456543,1.078576922416687,0.6446347236633301,0.4017510712146759,0.3628765940666199,0.4823276698589325,0.4019687473773956,0.36349746584892273,0.99633981181567155,0.99633981181567155,23071,9856.303,0.01366432337434095,0.013571808325341333
1983,124,BEL,Belgium,Europe & Central Asia,High income,NA,NA,NA,1.102874036901156,0.8242937542892971,9897879.999999998,3626199.0070343018,2.6248369216918945,1.0418977737426758,0.6446347236633301,0.3984849750995636,0.34375619888305664,0.4625789821147918,0.38836225867271423,0.3585222661495209,1.102874036901156,1.102874036901156,23071,9855.52,0,0
1984,124,BEL,Belgium,Europe & Central Asia,High income,NA,NA,NA,1.1461238758685135,0.8784294895496817,9906371,3628385.066986084,2.643900156021118,0.99201899766922,0.6446347236633301,0.38776829838752747,0.3145558536052704,0.4543635845184326,0.37359169125556946,0.3475014269351959,1.1461238758685135,1.1461238758685135,23644,9855.3,0.024836374669498503,0.024532965378651475
1985,124,BEL,Belgium,Europe & Central Asia,High income,NA,NA,NA,1.1938778650443065,0.9503238051968748,9916578,3648163.7954711914,2.6631019115448,0.9319437742233276,0.6446347236633301,0.4102487862110138,0.3254930078983307,0.45387986302375793,0.3726971745491028,0.3381623923778534,1.1938778650443065,1.1938778650443065,23873,9858.2,0.009685332431060734,0.009638730262291437
1986,124,BEL,Belgium,Europe & Central Asia,High income,NA,NA,NA,1.2467030693178238,1.0007125138514854,9928542,3674398.183822632,2.681828737258911,0.9417160749435424,0.6367520689964294,0.5440101623535156,0.4193066358566284,0.6135728359222412,0.4353981912136078,0.3932798206806183,1.2467030693178238,1.2467030693178238,24221,9861.8,0.014577137351820047,0.014471912239775031
1987,124,BEL,Belgium,Europe & Central Asia,High income,NA,NA,NA,1.2922774046810246,1.0417480791465663,9942288.999999998,3703564.167022705,2.7006869316101074,0.9737374782562256,0.6311901807785034,0.6593212485313416,0.5021599531173706,0.7363044023513794,0.4777350723743438,0.4376569986343384,1.2922774046810246,1.2922774046810246,24772,9870.2,0.022748854299987614,0.022493957611625027
