spec,iso,country,income_group,status,best_order,n_obs,r2,adj_r2,aic,bic,sigma,lr_dd,sum_phi,f_stat,f_pvalue,ect_coef,ecm_r2
ctrl,MLI,Mali,Low income,ok,"(1,1,0,0,0)",42,0.6475955410771781,0.5871833481189801,-313.4755091746175,-299.57415222835056,0.00524696615326449,0.020327625776399624,0.67594885277578165,2.8113199426197353,0.24150874081501983,-0.32405114722421857,0.33884116682268867
ctrl,MLT,Malta,High income,ok,"(1,0,0,1,0)",42,0.3910631797221022,0.28667401053160546,-306.29536758083105,-292.3940106345641,0.0057151921007814474,-0.006540960485011706,-0.4621543034417792,NA,NA,-1.462154303441779,0.7875530130437055
ctrl,MUS,Mauritius,Upper middle income,ok,"(1,0,0,0,1)",47,0.7824970063060599,0.749871557251969,-442.76995985666935,-427.9687790429889,0.0019915621518990846,-0.02154706265540183,0.7342910109906058,5.862932736466496,0.00258698039037917,-0.26570898900939405,0.4487606206518017
ctrl,MWI,Malawi,Low income,ok,"(1,1,0,0,0)",29,0.2796425081959601,0.08318137406758563,-143.84557570496776,-132.90720906507596,0.017654403322307347,-0.09830648144508289,0.22824729074405026,3.553341358045972,0.09773181555457472,-0.7717527092559504,0.47243651704363054
ctrl,MYS,Malaysia,Upper middle income,ok,"(1,0,0,0,0)",42,0.05951046182657304,-0.07111308514195835,-275.152841075652,-262.98915374766847,0.008361153186896897,-0.016343417467886416,0.08189005028687037,6.64224670465183,9.513971756426329e-4,-0.9181099497131295,0.47985322371256656
ctrl,NAM,Namibia,Upper middle income,ok,"(1,0,0,0,0)",33,0.7105749102759457,0.6569776714381579,-318.2153541700461,-307.7398012397808,0.0017429622726455839,-0.0020157228094936463,0.6965662787832951,1.7601681466079626,0.6382189760844394,-0.3034337212167051,0.24582776696966546
ctrl,NER,Niger,Low income,ok,"(1,0,0,0,0)",42,0.651621767162992,0.6032359014911854,-294.3693899428229,-282.20570261483937,0.006651403730632354,0.06690368663718327,0.6759664473725863,5.964841234893691,0.0021503616719438434,-0.32403355262741373,0.4530887329718609
ctrl,NGA,Nigeria,Lower middle income,ok,"(1,0,0,0,0)",42,0.8282568207543324,0.8044036014146563,-428.9015662769335,-416.73787894894997,0.0013407838316214326,0.006176120109975566,0.7378245022389027,4.385907066634532,0.02895455760439034,-0.2621754977610972,0.3785553467164614
ctrl,NLD,Netherlands,High income,ok,"(1,1,0,0,1)",42,0.5368883839331815,0.44154187474295414,-333.9097382728771,-318.2707117083268,0.004075810597347346,-0.042296902100773456,-0.47951940682357497,NA,NA,-1.4795194068235744,0.8306415093943493
ctrl,NOR,Norway,High income,ok,"(1,0,0,0,0)",65,0.3990238977852672,0.3480937196314762,-399.03132086675896,-383.8106099774895,0.01059177389404025,0.013414659434073325,-0.20683600431515878,NA,NA,-1.2068360043151583,0.7498224432022197
ctrl,NPL,Nepal,Lower middle income,ok,"(1,1,0,1,0)",42,0.7256739607562558,0.6691950703237202,-346.866756935763,-331.2277303712127,0.003493204201521255,0.06675614266113157,0.6784383484993435,2.600217019728691,0.3040248053818454,-0.32156165150065663,0.3031841280149864
ctrl,NZL,New Zealand,High income,ok,"(1,1,0,0,0)",71,0.16911606799676565,0.09122069937146238,-369.2343459813632,-351.1329069650327,0.016908174668447074,0.041108190883104974,-0.007140347956495579,NA,NA,-1.0071403479564955,0.5617985986855394
ctrl,OMN,Oman,High income,ok,"(1,1,1,1,1)",42,NA,NA,-Inf,-Inf,0,0,0,NA,NA,NA,NA
ctrl,PAK,Pakistan,Lower middle income,ok,"(1,0,1,0,0)",42,0.18140708036648256,0.04107686557216528,-290.78089269941347,-276.8795357531465,0.006874535238931744,-0.015116954641606228,0.2502476483407672,5.281193296620701,0.0071440018932314355,-0.7497523516592327,0.43769607822409734
ctrl,PAN,Panama,High income,ok,"(1,0,0,0,0)",42,0.5082503604607698,0.4399517994136545,-340.88875958920084,-328.7250722612173,0.003822963472904651,0.0031685978089894605,-0.2647704343379149,NA,NA,-1.2647704343379147,0.8091406495024193
ctrl,PHL,Philippines,Lower middle income,ok,"(1,0,1,0,1)",42,0.5043655468232626,0.40232315940452257,-320.53955491870386,-304.90052835415355,0.00477903429596571,0.04077987854109965,0.534209074897017,5.815673671181059,0.00278945803294909,-0.46579092510298303,0.4625482826689735
ctrl,POL,Poland,High income,ok,"(1,1,0,0,0)",36,0.2668608685004531,0.11517691025916754,-242.77526886604272,-230.10711735839385,0.0074099770603907105,0.003551442904755969,0.2536003836180582,7.999436710570686,6.393601417416974e-4,-0.7463996163819424,0.5848504422731736
ctrl,PRT,Portugal,High income,ok,"(1,0,0,0,0)",71,0.13801195449679537,0.07170518176577967,-420.9094189267034,-405.0706597874142,0.011825055910677824,-0.0024521842201940818,-0.3154658048508606,NA,NA,-1.31546580485086,0.6764520432112641
ctrl,PRY,Paraguay,Upper middle income,ok,"(1,0,0,0,0)",42,0.14930535624633073,0.03115332239165447,-317.86925177321115,-305.7055644452276,0.005028228120967002,0.0012981498568128346,-0.34819526545574697,NA,NA,-1.3481952654557472,0.6698258338720278
ctrl,QAT,Qatar,High income,ok,"(1,0,0,1,0)",32,0.6695594988916074,0.5902537786255931,-366.00816541220286,-354.282278189805,7.000309015634591e-4,0.003360041556048596,0.7675835940847061,2.409865756505727,0.37031795673625717,-0.23241640591529283,0.3253809703417841
ctrl,RUS,Russian Federation,Upper middle income,ok,"(2,2,2,2,2)",29,0.6620511674842093,0.32410233496841867,-137.32784669497042,-115.45111341518682,0.018793110939478982,0.03731039561425836,0.11617880777676298,2.56863343089821,0.31428397668199193,-0.8838211922232366,0.8605382430264621
ctrl,RWA,Rwanda,Low income,ok,"(1,0,0,0,0)",42,0.7648393001351446,0.7321780918205814,-382.4797073466118,-370.31602001862825,0.002330063614720376,0.058377579843464714,0.9059746250081431,3.7821478480729063,0.07081377902744791,-0.09402537499185679,0.3443905418498421
ctrl,SAU,Saudi Arabia,High income,ok,"(1,1,1,1,1)",33,NA,NA,-Inf,-Inf,0,0,0,NA,NA,NA,NA
ctrl,SDN,Sudan,Low income,ok,"(1,1,0,0,0)",30,0.6622161302794429,0.5740985990479932,-307.8265429953787,-296.61696394208144,0.0012517709125273893,0.007622717846060185,0.671493969894812,1.7819317599087623,0.6287468067278698,-0.3285060301051879,0.30773339221395957
ctrl,SEN,Senegal,Lower middle income,ok,"(2,2,2,2,2)",41,0.7761600807345562,0.6556308934377788,-284.41924814645927,-257.0020950791903,0.006409512347846766,-0.022159078967856325,0.3653709971271942,5.569407453447508,0.0043418279055298485,-0.6346290028728048,0.7196940985447858
ctrl,SGP,Singapore,High income,ok,"(1,0,0,0,1)",59,0.21048057005271156,0.11938217428956288,-334.20651288472754,-317.5862133334818,0.013251513924151333,-2.323587575756698e-4,0.06559583367466323,NA,NA,-0.9344041663253368,0.6320119147570794
ctrl,SLE,Sierra Leone,Low income,ok,"(1,0,0,0,0)",42,0.655417341226307,0.6075586386188496,-374.89183114327983,-362.7281438152963,0.0025503419015543796,0.00445855539954233,0.7862017707822772,1.0875122050538648,0.8918220575652396,-0.21379822921772265,0.13122299891041878
ctrl,SLV,El Salvador,Upper middle income,ok,"(1,0,0,2,0)",41,0.4922634680817127,0.384561779492985,-217.25087350567168,-201.8287249053329,0.015308923701877098,0.009110952702165517,-0.37831432346031163,NA,NA,-1.3783143234603121,0.7974493934698136
ctrl,STP,Sao Tome and Principe,Lower middle income,ok,"(1,0,0,1,1)",42,0.7748484562901067,0.7284937267027758,-354.98889055019464,-339.34986398564433,0.0031712548379306043,-4.774834564426913e-4,0.7039385182149195,3.415266161879411,0.11791871933343735,-0.29606148178508007,0.3487979995403746
ctrl,SUR,Suriname,Upper middle income,ok,"(1,1,0,0,0)",32,0.3277207732798508,0.166373758867015,-235.92480920850437,-224.19892198610657,0.005343717868969027,8.792842907849465e-4,-0.2343233563151298,NA,NA,-1.2343233563151297,0.7410369861492965
ctrl,SVK,Slovakia,High income,ok,"(1,1,0,0,0)",29,0.308855021928121,0.12036093699942674,-165.13692832492336,-154.19856168503156,0.012230012181473942,0.016728667954791984,-0.4020413209849758,NA,NA,-1.402041320984976,0.7444720080243489
ctrl,SVN,Slovenia,High income,ok,"(1,1,0,0,0)",29,0.5939618372045536,0.4832241564421592,-227.164684318666,-216.2263176787742,0.004197331124975091,-0.00926787074592412,-0.3121567381013808,NA,NA,-1.3121567381013806,0.8258191673339527
ctrl,SWE,Sweden,High income,ok,"(1,0,1,1,1)",71,0.45968707415622656,0.389969277273159,-511.10428398081285,-488.4774852103997,0.006149793338920085,0.017793953432835973,-0.057957205779210805,NA,NA,-1.057957205779211,0.7080989232242175
ctrl,SWZ,Swaziland,Lower middle income,ok,"(1,0,0,0,1)",42,0.7810763668212319,0.7435466011334431,-392.3169239521786,-378.41556700591167,0.0020525065690255475,0.025164505915082968,0.8671314421234284,1.2824961632380192,0.8311913122829255,-0.13286855787657126,0.17929749217268764
ctrl,SYC,Seychelles,High income,ok,"(1,0,0,1,1)",42,0.6168480271753922,0.5379637974762084,-254.49190151384448,-238.85287494929418,0.010491024521309882,-0.014352578167814802,0.7829893479990812,1.4694483242257896,0.7612814291646569,-0.21701065200091904,0.2515272605170238
ctrl,SYR,Syrian Arab Republic,Low income,ok,"(1,0,0,0,0)",29,0.7354751528759617,0.6779697513272577,-388.40408457583425,-378.8330137659289,2.6361016750005176e-4,0.0019762373759818893,0.8227423056256857,1.0410734285079228,0.9040524283123264,-0.17725769437431432,0.18455236254268892
ctrl,TCD,Chad,Low income,ok,"(1,0,0,0,1)",42,0.6960459015974625,0.6439394847284561,-448.7542789514466,-434.85292200517966,0.0010483195872091052,0.0020084598305804787,0.7795199757382576,1.3965147806206608,0.7893379639286986,-0.22048002426174268,0.16816417620200538
ctrl,TGO,Togo,Low income,ok,"(1,0,0,0,0)",42,0.27163734128816475,0.170475860911521,-327.656536140175,-315.4928488121914,0.004475205935332233,-0.005952642054713171,0.4772030276976128,2.7363533310394854,0.26215368473636314,-0.5227969723023873,0.275388086541929
ctrl,THA,Thailand,Upper middle income,ok,"(1,0,0,0,1)",42,0.2970120097649751,0.1764997828675422,-240.5845283962321,-226.68317144996513,0.012495890186563574,-0.002151402454558849,-0.27128201750623687,NA,NA,-1.271282017506237,0.7324533260808308
ctrl,TTO,Trinidad and Tobago,High income,ok,"(1,0,1,0,1)",42,0.2978403745096191,0.15327809867336428,-321.92873588134614,-306.28970931679584,0.004700649202444841,0.0026573593783804413,-0.21759343169124157,NA,NA,-1.2175934316912416,0.7274756923212192
ctrl,TUN,Tunisia,Lower middle income,ok,"(1,0,0,1,1)",42,0.6816086039207576,0.6160574341397371,-415.3471429684381,-399.7081164038878,0.001545854347839886,0.0307025844717859,0.6702091687380688,3.459544388173184,0.11078601493880415,-0.3297908312619319,0.3496987946133695
ctrl,TUR,Turkey,Upper middle income,ok,"(1,0,1,0,0)",42,0.2661104043712691,0.1403007594063438,-262.2639412658205,-248.36258431955355,0.00965341324274873,0.007320779491731957,0.4960769751499145,3.0581889695778677,0.18179736050866607,-0.5039230248500858,0.3131978012819636
ctrl,TWN,Taiwan,High income,ok,"(1,0,1,0,0)",35,0.3078975295580294,0.15958985732046438,-218.4598858535277,-206.0171013616124,0.00949686344750368,-0.008400175778746974,-0.2873291881169274,NA,NA,-1.287329188116927,0.7362004559716288
ctrl,TZA,Tanzania,Lower middle income,ok,"(1,0,0,1,1)",42,0.6236044699174282,0.546111272547487,-408.7155312790403,-393.07650471449,0.0016728428619303874,0.0026861121862892254,0.8151944742570452,1.0475255718558742,0.9023904447143664,-0.18480552574295495,0.24283216469688365
ctrl,UGA,Uganda,Low income,ok,"(1,0,0,0,0)",31,0.4157658861803123,0.29891906341637475,-206.24845005115546,-196.21053961975943,0.007721263990100519,-0.007277384490276745,0.5950323576798252,2.759799660241266,0.25556711158805867,-0.40496764232017485,0.35565346801175785
ctrl,URY,Uruguay,High income,ok,"(1,0,0,0,1)",32,0.34582870973633323,0.18882760007305333,-198.74220698572452,-187.01631976332672,0.00955342568450951,-0.005634733870739202,-0.31461773795978226,10.353345982374632,9.816335717774651e-5,-1.3146177379597828,0.6773912665618442
ctrl,USA,United States,High income,ok,"(1,2,0,0,2)",70,0.5213420964249715,0.4495434108887173,-528.6950861294957,-503.96163846695276,0.005115912376348345,0.05315467822184627,-0.09855172598370923,NA,NA,-1.0985517259837092,0.7663952403930921
ctrl,VCT,Saint Vincent and the Grenadines,Upper middle income,ok,"(1,0,1,1,0)",42,0.7785737750886359,0.7329860229010021,-452.5343700146643,-436.895343450114,9.928969960073773e-4,0.008848490781334383,0.882580479765762,1.0280432602204947,0.9074088208790289,-0.11741952023423825,0.21187635157241766
ctrl,VEN,Venezuela,Upper middle income,ok,"(1,0,1,2,0)",41,0.5332141229970785,0.4165176537463481,-327.6111839874508,-310.4754633204077,0.003949440990063433,0.0034962778599762745,-0.24863035593353958,NA,NA,-1.2486303559335392,0.8189360942665169
ctrl,YEM,Yemen,Low income,ok,"(1,0,1,0,0)",32,0.3597166946925105,0.20604870141871312,-180.0361561785906,-168.3102689561928,0.012796629864890241,-0.013088080730224048,-0.35633064813911497,NA,NA,-1.3563306481391149,0.7134675810198937
ctrl,ZAF,South Africa,Upper middle income,ok,"(1,0,0,0,0)",44,0.14991329521059868,0.038059781422519645,-276.8103129687534,-264.32098553132556,0.009558739199812552,0.008072887600470192,0.0734245934777384,8.534129572180143,5.164267471123578e-4,-0.9265754065222612,0.5289488679262517
ctrl,ZMB,Zambia,Lower middle income,ok,"(1,0,0,0,0)",42,0.2419993874924343,0.13672152464416132,-258.10240348117406,-245.93871615319048,0.010242828053020254,1.4917906048718169e-4,0.46089594436641157,2.9870908473987465,0.19799877670109559,-0.5391040556335885,0.2932231480159515
ext,ALB,Albania,Upper middle income,insufficient_obs,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ext,ARE,United Arab Emirates,High income,insufficient_obs,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ext,ARG,Argentina,Upper middle income,ok,"(1,0,0,0,0,1,0)",41,0.25960035221583316,0.07450044026979152,-219.6697871258667,-202.53406645882362,0.014730682239172921,0.008796250819595756,-0.2788737932356707,NA,NA,-1.2788737932356706,0.6936586783420942
ext,ATG,NA,NA,insufficient_obs,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ext,AUS,Australia,High income,ok,"(1,0,0,0,0,1,1)",61,0.16925243153277925,0.02264991945032846,-418.28396438738946,-395.06435188148305,0.007166776038298316,0.017672915568053105,0.05669248325519996,NA,NA,-0.9433075167448006,0.5740494904104125
ext,AUT,Austria,High income,ok,"(1,0,0,0,1,0,0)",41,0.5948900586491778,0.49361257331147224,-327.10401811532745,-309.9682974482844,0.003973943779923234,0.009065895727474528,-0.5950526296920863,NA,NA,-1.5950526296920866,0.8693304882943393
ext,AZE,Azerbaijan,Upper middle income,insufficient_obs,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ext,BDI,Burundi,Low income,ok,"(1,0,0,1,0,0,1)",37,0.7136313493620444,0.6181751324827259,-296.5476790760617,-278.82758203697523,0.003825384186710418,0.011871089355890114,0.5714366159012675,2.569138671391951,0.27151539811935305,-0.4285633840987327,0.43326319245191725
ext,BEL,Belgium,High income,ok,"(1,0,1,0,1,0,1)",41,0.335711326832552,0.11428176911006938,-303.3238056617851,-282.76094086133344,0.005223931925150012,-0.04489562840319947,0.12091791469258327,6.871821894195237,1.8193424916895104e-4,-0.8790820853074169,0.6319582388020755
ext,BEN,Benin,Lower middle income,insufficient_obs,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ext,BFA,Burkina Faso,Low income,ok,"(1,0,0,0,0,0,0)",41,0.4062079594801172,0.28025207209711167,-259.0860510152523,-243.6639024149135,0.00919123962083506,0.010995204726139844,0.644272593018155,1.2100010268285042,0.8886554521827517,-0.35572740698184535,0.20424416975484389
ext,BGD,Bangladesh,Lower middle income,ok,"(1,0,0,1,0,0,0)",41,0.47206293120417303,0.34007866400521636,-306.03014494772333,-288.89442428068025,0.00513848069076342,-0.017143917731230328,0.39950795517701415,2.3971177978290994,0.3400834729844785,-0.6004920448229856,0.34420406558587763
ext,BGR,Bulgaria,Upper middle income,ok,"(1,2,0,1,1,0,0)",31,0.8599554096813135,0.7788769626547054,-199.51300159015608,-180.8711679318492,0.008135883838519544,0.06680537187820552,0.12077097422541488,NA,NA,-0.8792290257745851,0.903055397721075
ext,BHR,Bahrain,High income,ok,"(1,1,1,0,0,0,1)",41,0.7218180548762582,0.629090739835011,-289.85105094236036,-269.2881861419087,0.006156769742412119,0.05189773047822672,0.5776248758605593,5.42561005747382,0.0013779100056450437,-0.42237512413944034,0.6182082343471114
ext,BHS,NA,NA,insufficient_obs,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ext,BLR,Belarus,Upper middle income,insufficient_obs,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ext,BLZ,Belize,Upper middle income,ok,"(1,0,0,0,0,0,0)",33,0.2579953069822963,0.0502339929373391,-239.51348649890775,-226.04491844570944,0.005617648284810205,-0.0069393617521278424,-0.2545406946328406,NA,NA,-1.2545406946328408,0.7052646074984402
ext,BOL,Bolivia,Lower middle income,ok,"(1,0,0,0,0,0,0)",41,0.29675321105460983,0.1475796497631634,-312.79712280677614,-297.3749742064374,0.004774254063470077,-0.005460517063173453,-0.19535050891890093,NA,NA,-1.1953505089189005,0.7190490617263233
ext,BRA,Brazil,Upper middle income,ok,"(1,0,0,0,0,0,0)",41,0.017750917617358936,-0.19060494834259534,-265.76122470799334,-250.33907610765456,0.008472674819606157,0.001227778425343336,-0.06126167211055993,5.3714388440877725,0.0015097958472338805,-1.0612616721105594,0.5325783797682871
ext,BRB,NA,NA,insufficient_obs,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ext,BTN,NA,NA,insufficient_obs,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ext,BWA,Botswana,Upper middle income,ok,"(1,0,0,0,0,0,0)",41,0.8251773611577465,0.7880937711002989,-364.36596338994946,-348.94381478961066,0.002545556893833947,-0.010390143637880692,0.8147665250413777,2.2898339716193044,0.38722004315635944,-0.1852334749586229,0.3269267337374789
ext,CAF,Central African Republic,Low income,insufficient_obs,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ext,CAN,Canada,High income,ok,"(1,0,0,1,0,0,0)",61,0.39976392489603174,0.30741991334157515,-462.82296300414635,-441.71422436241323,0.005008149812803853,0.023460114487528702,0.0718433393307201,NA,NA,-0.92815666066928,0.6511348614978364
ext,CHE,Switzerland,High income,ok,"(1,0,0,0,0,0,1)",42,0.3675995092980279,0.2142902994308833,-282.29397297518585,-264.91727679235214,0.007468244767653713,-0.0029269527432908508,0.11874535841258743,6.654500808918433,3.196450216738996e-4,-0.8812546415874122,0.6058229229613621
ext,CHL,Chile,High income,ok,"(1,1,0,0,1,2,1)",42,0.6919760756943636,0.5645179001196174,-300.4477233359961,-276.12034868002894,0.005835218406452554,-0.013359158548819649,0.5555505502439202,2.888352323013784,0.17083950488073207,-0.4444494497560799,0.7210417368971823
ext,CIV,Cote d'Ivoire,Lower middle income,insufficient_obs,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ext,COG,Congo,Lower middle income,insufficient_obs,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ext,COL,Colombia,Upper middle income,ok,"(2,2,2,2,2,2,2)",40,0.7574377953759236,0.5021091589295273,-258.94371185445067,-221.78836386394408,0.00795850035958738,0.008831701993064099,0.05059424898456111,4.349879917883135,0.012235785099378445,-0.9494057510154394,0.8997869977615403
ext,COM,NA,NA,insufficient_obs,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ext,CPV,Cabo Verde,Lower middle income,ok,"(1,0,0,0,1,0,0)",33,0.8181812098788589,0.7575749465051452,-303.49203096579936,-288.5269553511346,0.0021099182502161387,-0.05211961770629407,0.8798479107663274,1.4152089015734377,0.8135855531626716,-0.12015208923367274,0.3051370932473843
ext,CRI,NA,NA,insufficient_obs,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ext,CYP,Cyprus,High income,ok,"(1,0,0,1,0,0,0)",36,0.37482034946704096,0.1895819344943125,-166.9000778847359,-151.06488850017482,0.020838940314034986,0.07407544616287473,-0.19267337835946863,NA,NA,-1.1926733783594679,0.7564066711248972
ext,CZE,Czech Republic,High income,insufficient_obs,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ext,DEU,Germany,High income,ok,"(1,0,1,0,0,1,0)",41,0.2917465054999964,0.08612452322580177,-287.3598617154241,-268.51056898167667,0.006397632093125896,-0.0037587293678400533,0.26062645927813727,3.3104622945039925,0.08724023097980153,-0.7393735407218626,0.480768748146048
ext,DMA,NA,NA,insufficient_obs,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ext,DNK,Denmark,High income,ok,"(1,0,0,1,0,1,1)",51,0.45402276473006936,0.3175284559125868,-366.6632968835233,-343.4813892908314,0.005931383628529036,0.014622389666479458,0.16361413210547346,NA,NA,-0.8363858678945271,0.7207178091306797
ext,DZA,Algeria,Lower middle income,ok,"(1,0,0,0,1,0,1)",41,0.510300701337966,0.36812993721027876,-288.422931618757,-269.5736388850096,0.006315226798069896,-0.012070820250888698,0.3596441113929393,4.790621952452932,0.004639242229058481,-0.640355888607061,0.568092179323511
ext,ECU,Ecuador,Upper middle income,ok,"(1,0,0,0,0,0,0)",31,0.4268612791677993,0.25242775543625984,-150.77779091133357,-137.87190607096724,0.018464330798005007,0.05472918257428734,-0.45367032891708103,NA,NA,-1.4536703289170814,0.7956020174761272
ext,EGY,Egypt,Lower middle income,ok,"(1,0,0,0,0,0,0)",41,0.3579183892748516,0.22171925972709283,-316.75206321591713,-301.32991461557833,0.0045494518994886515,-0.021678793239315142,0.5218383437762425,1.9181192737767614,0.5688800006753267,-0.4781616562237569,0.28920418418795957
ext,ESP,Spain,High income,ok,"(1,0,0,0,0,0,0)",41,0.12140075865160908,-0.06496877739198914,-299.32936819428346,-283.90721959394466,0.005626449785713135,0.006829596835310691,0.06919887805081767,5.9391316527676565,7.729560245812271e-4,-0.9308011219491826,0.557486058054474
ext,ETH,Ethiopia,Low income,ok,"(1,0,0,0,0,0,0)",41,0.6031966530040246,0.5190262460654843,-265.55852649121687,-250.1363778908781,0.00849364458141517,0.013787760138837328,0.6253285989197459,2.0452799074893417,0.5043620047413068,-0.374671401080254,0.3025756419762743
ext,FIN,Finland,High income,ok,"(1,0,0,1,0,1,1)",61,0.37219182027323,0.24663018432787598,-409.5354899869643,-384.2050036168846,0.007649747074178298,0.01665903465456855,0.21674552503039463,6.381215620681848,4.928188043203708e-4,-0.7832544749696058,0.6075151582491979
ext,FJI,Fiji,Upper middle income,ok,"(1,0,1,1,1,0,0)",31,0.8449559135260801,0.7674338702891201,-307.97465116494845,-290.7668047111267,0.001424063427446367,0.013511299840398687,0.959747482126455,1.2538668756488136,0.8743305120811856,-0.040252517873545016,0.4282614475922486
ext,FRA,France,High income,ok,"(2,2,2,2,2,2,2)",60,0.5383785756980349,0.30164964015856566,-418.6171312680262,-372.54155089913996,0.0063538786868379445,-0.023094315207267242,0.18896322007864685,4.0652761224881635,0.021509897303141498,-0.8110367799213535,0.7665103905551184
ext,GAB,Gabon,Upper middle income,insufficient_obs,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ext,GBR,United Kingdom,High income,ok,"(1,0,0,0,0,1,1)",59,0.36012461906639087,0.2425964878745036,-396.32414656687126,-373.47123468390834,0.007664163948865349,0.0040606512376048405,-0.2426299242285304,NA,NA,-1.242629924228531,0.7413153220057588
ext,GHA,Ghana,Lower middle income,ok,"(1,0,1,0,0,0,0)",39,0.6487205648272462,0.5550460487811785,-344.8763043652248,-328.24068790392835,0.0025653567172233835,0.00480057021146229,0.7144105466547065,4.24539220307489,0.014889575206581783,-0.28558945334529373,0.5022396818321545
ext,GIN,Guinea,Lower middle income,insufficient_obs,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ext,GMB,Gambia,Low income,ok,"(1,0,0,1,0,0,0)",32,0.4697266538874044,0.285283750891719,-254.14881818781242,-239.49145915981515,0.003936776751133078,-0.010711602931270346,0.6102847993156849,1.5207824066273314,0.7667893957030955,-0.389715200684315,0.3858393223121581
ext,GNB,Guinea-Bissau,Low income,insufficient_obs,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ext,GNQ,Equatorial Guinea,Upper middle income,insufficient_obs,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ext,GRC,Greece,High income,ok,"(1,0,0,0,0,0,0)",54,0.17251890993156763,0.046597874486371316,-338.40129823195144,-320.50044181287296,0.009669494665615074,-3.2263202468290166e-4,0.1568693150833472,5.369932099101304,0.0015134641854190334,-0.8431306849166521,0.4496918104444981
ext,GRD,NA,NA,insufficient_obs,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ext,GTM,Guatemala,Upper middle income,ok,"(1,1,0,0,1,1,0)",41,0.30248671258224824,0.06998228344299773,-307.13276183504655,-286.5698970345949,0.004986826201650257,-0.013038465357733847,-0.19028304060490953,NA,NA,-1.1902830406049092,0.7213396269434064
ext,GUY,Guyana,High income,ok,"(1,0,0,1,0,1,0)",37,0.49934977955652193,0.3324663727420293,-285.3962984024688,-267.67620136338235,0.00444754935006186,-0.005980812744175864,-0.1641710129393195,NA,NA,-1.1641710129393197,0.8004988255011449
ext,HND,Honduras,Lower middle income,ok,"(1,1,0,1,0,1,1)",32,0.7044870750322665,0.541954966300013,-252.2164194029907,-233.16185266659426,0.003961754597169118,-0.0062935919590762085,-0.3337376141750833,NA,NA,-1.3337376141750832,0.8827262606404139
ext,HTI,Haiti,Lower middle income,insufficient_obs,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ext,HUN,Hungary,High income,ok,"(1,1,1,0,1,0,0)",32,0.43627305360136487,0.16783165055439564,-207.7119360073342,-190.12310517373749,0.007995864561403736,-0.019214340800136214,0.013525385424756897,4.365497654740524,0.011841582157914282,-0.9864746145752424,0.6634632207133371
ext,IDN,Indonesia,Upper middle income,ok,"(1,0,0,0,1,1,0)",41,0.49337240533617027,0.3462869746273166,-219.72164105537362,-200.87234832162625,0.014596536666743622,-0.017207787151196453,-0.19302392861712123,NA,NA,-1.1930239286171214,0.7300057817256165
ext,IND,India,Lower middle income,ok,"(1,0,1,0,0,0,0)",61,0.25258450771672036,0.1375975089039082,-368.37069615672203,-347.2619575149889,0.010861945657771611,-0.003517443164759052,-0.05455622842356863,NA,NA,-1.0545562284235683,0.6112051752409656
ext,IRL,Ireland,High income,ok,"(1,1,0,0,0,1,0)",46,0.3920389853091288,0.24004873163641105,-284.2281321881879,-264.11307682680786,0.009804204463656504,-0.02567694054690328,-0.21286865429900342,NA,NA,-1.2128686542990033,0.7169248402567202
ext,IRN,Iran,Lower middle income,ok,"(1,0,0,0,0,0,0)",41,0.2774734801470637,0.1242102789661379,-215.89488151157408,-200.4727329112353,0.01556418427067019,-0.002783193408538371,-0.5212015877194132,NA,NA,-1.521201587719413,0.7489078475602509
ext,ISL,NA,NA,insufficient_obs,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
